clinicName,website,city,province,score,tier,email,contactPage,method,status,subject
"Imagine Dental Group","","Vancouver","BC","","","","","manual","todo",""
"750 West Broadway Dental","","Vancouver","BC","","","","","manual","todo",""
"Mount Pleasant Dental Group","","Vancouver","BC","","","","","manual","todo",""
"Broadway Dental","","Vancouver","BC","","","","","manual","todo",""
"Parkview Dental and Implant Center","","Vancouver","BC","","","","","manual","todo",""
"Dentist@FalseCreek & implant center","","Vancouver","BC","","","","","manual","todo",""
"Vancouver Main Dentist","","Vancouver","BC","","","","","manual","todo",""
"Howe Dental","","Vancouver","BC","","","","","manual","todo",""
"Olympic Village Dental","","Vancouver","BC","","","","","manual","todo",""
"Fourth Avenue Dental Clinic","","Vancouver","BC","","","","","manual","todo",""
"Lux Dental Clinic","","Vancouver","BC","","","","","manual","todo",""
"Broadway Dental Group","","Vancouver","BC","","","","","manual","todo",""
"Cypress Dental","","Vancouver","BC","","","","","manual","todo",""
"Vancouver Dental Spa","","Vancouver","BC","","","","","manual","todo",""
"Unity Dental & Implant Centre Vancouver","","Vancouver","BC","","","","","manual","todo",""
"Smilestone Dental@Library Square","","Vancouver","BC","","","","","manual","todo",""
"M2 Dental","","Vancouver","BC","","","","","manual","todo",""
"South Granville Dentistry - Dr. Melissa Lin & Associates","","Vancouver","BC","","","","","manual","todo",""
"Westcoast Smile Dental","","Vancouver","BC","","","","","manual","todo",""
"EastVan Dental Clinic","","Vancouver","BC","","","","","manual","todo",""
"Phoenix Dental Implant and Invisalign Centre - Vancouver, BC","","Vancouver","BC","","","","","manual","todo",""
"Yaletown Laser & Cosmetic Dentistry","","Vancouver","BC","","","","","manual","todo",""
"Oceanfront Dental","","Vancouver","BC","","","","","manual","todo",""
"Sunrise Village Dental Centre","","Vancouver","BC","","","","","manual","todo",""
"U-Dental","","Vancouver","BC","","","","","manual","todo",""
"A&B Dental Clinic","","Vancouver","BC","","","","","manual","todo",""
"West Georgia Dental Centre","","Vancouver","BC","","","","","manual","todo",""
"Family Dental Care Kitsilano","","Vancouver","BC","","","","","manual","todo",""
"Dunbar Family Dental","","Vancouver","BC","","","","","manual","todo",""
"Broadway Family Dental Centre (Dr. Peter Lam)","","Vancouver","BC","","","","","manual","todo",""
"Alberni Family Dental","","Vancouver","BC","","","","","manual","todo",""
"Family First Dental","","Vancouver","BC","","","","","manual","todo",""
"Pine Family Dental","","Vancouver","BC","","","","","manual","todo",""
"Shaughnessy Family Dental- Dr. Nicole Kwong, Dr. Peter Tsang and Dr. Kennedy Chow","","Vancouver","BC","","","","","manual","todo",""
"Fraser Family Dental Clinic","","Vancouver","BC","","","","","manual","todo",""
"West Van Family Dental","","Vancouver","BC","","","","","manual","todo",""
"Lee Family Dentistry - Dr. Janson Lee, Dr. Anika Lee, Dr. John Lee -","","Vancouver","BC","","","","","manual","todo",""
"Cambie Village Dental","","Vancouver","BC","","","","","manual","todo",""
"Family Care Dental Clinic","","Vancouver","BC","","","","","manual","todo",""
"Surrey Central Dental Clinic","","Surrey","BC","","","","","manual","todo",""
"City Centre Dentistry","","Surrey","BC","","","","","manual","todo",""
"King George Dental Centre @ Newton - Surrey","","Surrey","BC","","","","","manual","todo",""
"Central City Surrey Dentist","","Surrey","BC","","","","","manual","todo",""
"City Dental Centre","","Surrey","BC","","","","","manual","todo",""
"City Centre Dental Clinic","","Surrey","BC","","","","","manual","todo",""
"Strive Dental Surrey","","Surrey","BC","","","","","manual","todo",""
"Surrey Place Dental Group","","Surrey","BC","","","","","manual","todo",""
"Evergreen Dental Centre","","Surrey","BC","","","","","manual","todo",""
"King George Station Dental","","Surrey","BC","","","","","manual","todo",""
"Surrey Central Dentist and Orthodontist","","Surrey","BC","","","","","manual","todo",""
"Newton Village Dental Clinic (Dr. Duo Zhang and Dr. Patrick Nguyen)","","Surrey","BC","","","","","manual","todo",""
"Guildford Town Centre Dental","","Surrey","BC","","","","","manual","todo",""
"Nordel Crossing Dental Centre","","Surrey","BC","","","","","manual","todo",""
"South Point Dental Centre","","Surrey","BC","","","","","manual","todo",""
"Grand Dental","","Surrey","BC","","","","","manual","todo",""
"Clover Hills Dental","","Surrey","BC","","","","","manual","todo",""
"Newton Dental Group - Surrey","","Surrey","BC","","","","","manual","todo",""
"Gentle Care Dental Surrey","","Surrey","BC","","","","","manual","todo",""
"Happy Smile Dental Clinic","","Surrey","BC","","","","","manual","todo",""
"Tapestry Dental","","Surrey","BC","","","","","manual","todo",""
"THE DENTAL GROUP AT CENTRAL CITY","","Surrey","BC","","","","","manual","todo",""
"Dentists of Chimney Heights Surrey, BC","","Surrey","BC","","","","","manual","todo",""
"Pacific Oral Health Society","","Surrey","BC","","","","","manual","todo",""
"Guildford Plaza Dental Clinic","","Surrey","BC","","","","","manual","todo",""
"Guildford Heights Dental Centre","","Surrey","BC","","","","","manual","todo",""
"Floss Dental Surrey","","Surrey","BC","","","","","manual","todo",""
"Grandview Corners Dental and Wellness Centre","","Surrey","BC","","","","","manual","todo",""
"Panorama Place Dental Centre","","Surrey","BC","","","","","manual","todo",""
"EXUDE Dental Centre","","Surrey","BC","","","","","manual","todo",""
"Shine Family Dental","","Surrey","BC","","","","","manual","todo",""
"My Dentist at Boundary Park","","Surrey","BC","","","","","manual","todo",""
"Impact Dental Centre","","Surrey","BC","","","","","manual","todo",""
"Strawberry Hill Family Dental","","Surrey","BC","","","","","manual","todo",""
"Fleetwood Dental","","Surrey","BC","","","","","manual","todo",""
"Sullivan Heights Dental","","Surrey","BC","","","","","manual","todo",""
"Southridge Dental","","Surrey","BC","","","","","manual","todo",""
"Granville Dental Wellness Group","","Surrey","BC","","","","","manual","todo",""
"Dental Zone","","Surrey","BC","","","","","manual","todo",""
"Radiant Dental - Panorama","","Surrey","BC","","","","","manual","todo",""
"Guildford Family Dentistry Surrey","","Surrey","BC","","","","","manual","todo",""
"Guildford Family Dental","","Surrey","BC","","","","","manual","todo",""
"Clayton Heights Family Dental","","Surrey","BC","","","","","manual","todo",""
"Surrey Family Dental","","Surrey","BC","","","","","manual","todo",""
"Panorama Family Dental","","Surrey","BC","","","","","manual","todo",""
"I Like 2 Smile Family Dental","","Surrey","BC","","","","","manual","todo",""
"The Dental Room | Family & Cosmetic Dentist in Surrey, BC","","Surrey","BC","","","","","manual","todo",""
"Healthy Smiles Family Dentistry","","Surrey","BC","","","","","manual","todo",""
"Sterling Family Dentistry","","Surrey","BC","","","","","manual","todo",""
"Green Apple Dental Fleetwood","","Surrey","BC","","","","","manual","todo",""
"Evershine Family Dentistry","","Surrey","BC","","","","","manual","todo",""
"Apollo Dental Surrey","","Surrey","BC","","","","","manual","todo",""
"Rosemary Heights Dental Center","","Surrey","BC","","","","","manual","todo",""
"Gateway Dental Centre","","Surrey","BC","","","","","manual","todo",""
"Guildford Village Dental","","Surrey","BC","","","","","manual","todo",""
"Smile Plus Dentistry","","Surrey","BC","","","","","manual","todo",""
"Windsor Square Dental Centre - Dr. May Rane","","Surrey","BC","","","","","manual","todo",""
"Dr. Jas Gill Surrey Dentist","","Surrey","BC","","","","","manual","todo",""
"My Dentist at Morgan Creek","","Surrey","BC","","","","","manual","todo",""
"Aim Dental Centre","","Surrey","BC","","","","","manual","todo",""
"Genesis Dental","","Surrey","BC","","","","","manual","todo",""
"Smiles at Fleetwood","","Surrey","BC","","","","","manual","todo",""
"Green Life Dental, Dr Yadwinder Sarao","","Surrey","BC","","","","","manual","todo",""
"Rainbow Dental Centre - Dentist Surrey BC","","Surrey","BC","","","","","manual","todo",""
"Langley Family Dental","","Surrey","BC","","","","","manual","todo",""
"Clover Square Dental Clinic","","Surrey","BC","","","","","manual","todo",""
"Cedar Hills Dental Group","","Surrey","BC","","","","","manual","todo",""
"Kensington Square Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Dentists At Metrotown","","Burnaby","BC","","","","","manual","todo",""
"Burnaby City Dentist","","Burnaby","BC","","","","","manual","todo",""
"Ocean Dental","","Burnaby","BC","","","","","manual","todo",""
"Burnaby Dental & Implant Centre","","Burnaby","BC","","","","","manual","todo",""
"Burnaby Square Dental","","Burnaby","BC","","","","","manual","todo",""
"Dental on 6th","","Burnaby","BC","","","","","manual","todo",""
"Carleton Square Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Lougheed Dental Clinic","","Burnaby","BC","","","","","manual","todo",""
"Dawson Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Burnaby Dental Group-Dentist Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Young Dental Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Shine Bright Dental Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Central Park Dental Clinic","","Burnaby","BC","","","","","manual","todo",""
"Simply Wellness Dental Burnaby","","Burnaby","BC","","","","","manual","todo",""
"North Burnaby Dental Group","","Burnaby","BC","","","","","manual","todo",""
"Burnaby Heights Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Middlegate Burnaby Dentist","","Burnaby","BC","","","","","manual","todo",""
"Gentle Dental Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Zoom Dental Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Smile Dental Group","","Burnaby","BC","","","","","manual","todo",""
"Burnaby Dentist and Orthodontist","","Burnaby","BC","","","","","manual","todo",""
"Sun Dentistry | 阳光牙科本拿比店 （Burnaby）","","Burnaby","BC","","","","","manual","todo",""
"Mega Dental","","Burnaby","BC","","","","","manual","todo",""
"Lougheed Mall Dental Group","","Burnaby","BC","","","","","manual","todo",""
"Marine Way Dental","","Burnaby","BC","","","","","manual","todo",""
"Brentwood Dental","","Burnaby","BC","","","","","manual","todo",""
"Charm Dental Brentwood","","Burnaby","BC","","","","","manual","todo",""
"Simon Fraser Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Metro Pointe Dental","","Burnaby","BC","","","","","manual","todo",""
"Oakmount Dental Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Metroplex Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"The Dental Lounge at Brentwood","","Burnaby","BC","","","","","manual","todo",""
"SmileTown Dentistry Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Madison Centre Family Dental","","Burnaby","BC","","","","","manual","todo",""
"Nelson Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Define Dental","","Burnaby","BC","","","","","manual","todo",""
"True Smile Denture & Dental Clinic","","Burnaby","BC","","","","","manual","todo",""
"Simply Smile Studio - Dental Hygiene & Teeth Whitening Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Dentistry at Brentwood","","Burnaby","BC","","","","","manual","todo",""
"HighGate Dental","","Burnaby","BC","","","","","manual","todo",""
"Lotus Dental - Dr. Basant Abdel Rahman","","Burnaby","BC","","","","","manual","todo",""
"Monarch Pediatric Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Royal Oak Dental Centre","","Burnaby","BC","","","","","manual","todo",""
"Metrotown Family Dentistry - Dr Paula Amorim","","Burnaby","BC","","","","","manual","todo",""
"Burnaby South Dental","","Burnaby","BC","","","","","manual","todo",""
"Orawell Dental","","Burnaby","BC","","","","","manual","todo",""
"Aviator Dental Hygiene and Teeth Whitening","","Burnaby","BC","","","","","manual","todo",""
"Olive Branch Dental Care","","Burnaby","BC","","","","","manual","todo",""
"Solo Dental","","Burnaby","BC","","","","","manual","todo",""
"My Smile Health Centre - Dental Office Burnaby","","Burnaby","BC","","","","","manual","todo",""
"Life Dental","","Burnaby","BC","","","","","manual","todo",""
"Capitol Hill Dental Clinic - Dr. Wong","","Burnaby","BC","","","","","manual","todo",""
"Richmond Centre Dental Clinic","","Richmond","BC","","","","","manual","todo",""
"Ironwood Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Richmond Central Dental","","Richmond","BC","","","","","manual","todo",""
"City Centre Dental Clinic","","Richmond","BC","","","","","manual","todo",""
"Richmond Community Dentist","","Richmond","BC","","","","","manual","todo",""
"Saba Road Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Centro Dental","","Richmond","BC","","","","","manual","todo",""
"Clear Dental Richmond","","Richmond","BC","","","","","manual","todo",""
"Bliss Dental","","Richmond","BC","","","","","manual","todo",""
"Affinity Dental Clinic","","Richmond","BC","","","","","manual","todo",""
"Aurora Dental Clinic","","Richmond","BC","","","","","manual","todo",""
"River Road Dental Richmond","","Richmond","BC","","","","","manual","todo",""
"The Urban Dentist Richmond","","Richmond","BC","","","","","manual","todo",""
"West Coast Dental Group","","Richmond","BC","","","","","manual","todo",""
"Blundell Dental Clinic","","Richmond","BC","","","","","manual","todo",""
"Dentudio Dentists","","Richmond","BC","","","","","manual","todo",""
"Kaizen Dental - General & Cosmetic Dentist Richmond","","Richmond","BC","","","","","manual","todo",""
"Terra Nova Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Coppersmith Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Friendly Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Bridgewater Richmond Dentist","","Richmond","BC","","","","","manual","todo",""
"Lansdowne Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Oval Dental Centre","","Richmond","BC","","","","","manual","todo",""
"West Richmond Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Spectrum Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Grace Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Family Dentistry & Implants In Steveston Richmond","","Richmond","BC","","","","","manual","todo",""
"Sun Dentistry | 阳光牙科列治文店 (Richmond)","","Richmond","BC","","","","","manual","todo",""
"Richlea Dental - Dr Billy Yu, Dr Winston Louie, Dr Kennedy Chow","","Richmond","BC","","","","","manual","todo",""
"Acqua Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Dr. Eric Lau and Dr. Clarence Wong dental office","","Richmond","BC","","","","","manual","todo",""
"Family Tree Dental","","Richmond","BC","","","","","manual","todo",""
"Sunshine Dental Clinic","","Richmond","BC","","","","","manual","todo",""
"Richmond Dental Care","","Richmond","BC","","","","","manual","todo",""
"Cambie Plaza Dental","","Richmond","BC","","","","","manual","todo",""
"Park Road Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Seacoast Dental Centre","","Richmond","BC","","","","","manual","todo",""
"Steveston Smiles","","Richmond","BC","","","","","manual","todo",""
"Richmond Shine Dental","","Richmond","BC","","","","","manual","todo",""
"ORA Dental Clinic - Office of Dr. Raymond Tang & Dr. Jones Young & Dr. Jasper Lu","","Richmond","BC","","","","","manual","todo",""
